route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
8166,3,5365058,Mission & 30th St.,1,409400,95896
8166,2,5364827,Mission & 30th St.,1,409395,95896
8166,1,5364696,Mission & 30th St.,1,409388,95896
8166,3,5365049,Divisadro St. & Sutter St.,1,409400,95897
8166,1,5364674,Pacific Heights,1,409240,95888
8166,1,5364673,Pacific Heights,1,409389,95888
8166,1,5364672,Pacific Heights,1,409243,95888
8166,1,5364671,Pacific Heights,1,409382,95888
8166,1,5364670,Pacific Heights,1,409241,95888
8166,1,5364669,Pacific Heights,1,409381,95888
8166,1,5364668,Pacific Heights,1,409242,95888
8166,1,5364667,Pacific Heights,1,409239,95888
8166,1,5364666,Pacific Heights,1,409386,95888
8166,1,5364665,Pacific Heights,1,409385,95888
8166,1,5364664,Pacific Heights,1,409384,95888
8166,1,5364663,Pacific Heights,1,409244,95888
8166,1,5364662,Pacific Heights,1,409383,95888
8166,1,5364661,Pacific Heights,1,409240,95888
8166,1,5364660,Pacific Heights,1,409389,95888
8166,1,5364659,Pacific Heights,1,409243,95888
8166,1,5364658,Pacific Heights,1,409382,95888
8166,1,5364657,Pacific Heights,1,409241,95888
8166,1,5364656,Pacific Heights,1,409381,95888
8166,1,5364655,Pacific Heights,1,409242,95888
8166,1,5364654,Pacific Heights,1,409239,95888
8166,1,5364653,Pacific Heights,1,409386,95888
8166,1,5364652,Pacific Heights,1,409385,95888
8166,1,5364651,Pacific Heights,1,409384,95888
8166,1,5364650,Pacific Heights,1,409244,95888
8166,1,5364649,Pacific Heights,1,409383,95888
8166,1,5364648,Pacific Heights,1,409240,95888
8166,1,5364647,Pacific Heights,1,409243,95888
8166,1,5364646,Pacific Heights,1,409382,95888
8166,1,5364645,Pacific Heights,1,409241,95888
8166,1,5364644,Pacific Heights,1,409381,95888
8166,1,5364643,Pacific Heights,1,409242,95888
8166,1,5364642,Pacific Heights,1,409239,95888
8166,1,5364641,Pacific Heights,1,409386,95888
8166,1,5364640,Pacific Heights,1,409385,95888
8166,1,5364639,Pacific Heights,1,409384,95888
8166,1,5364638,Pacific Heights,1,409244,95888
8166,1,5364637,Pacific Heights,1,409383,95888
8166,1,5364636,Pacific Heights,1,409240,95888
8166,1,5364635,Pacific Heights,1,409243,95888
8166,1,5364634,Pacific Heights,1,409382,95888
8166,1,5364633,Pacific Heights,1,409241,95888
8166,1,5364632,Pacific Heights,1,409381,95888
8166,1,5364631,Pacific Heights,1,409242,95888
8166,1,5364630,Pacific Heights,1,409239,95888
8166,1,5364629,Pacific Heights,1,409386,95888
8166,1,5364628,Pacific Heights,1,409385,95888
8166,1,5364627,Pacific Heights,1,409384,95888
8166,1,5364626,Pacific Heights,1,409244,95888
8166,1,5364625,Pacific Heights,1,409383,95888
8166,1,5364624,Pacific Heights,1,409240,95888
8166,1,5364623,Pacific Heights,1,409243,95888
8166,1,5364622,Pacific Heights,1,409382,95888
8166,1,5364621,Pacific Heights,1,409241,95888
8166,1,5364620,Pacific Heights,1,409381,95888
8166,1,5364619,Pacific Heights,1,409242,95888
8166,1,5364618,Pacific Heights,1,409239,95888
8166,1,5364617,Pacific Heights,1,409386,95888
8166,1,5364616,Pacific Heights,1,409385,95888
8166,1,5364615,Pacific Heights,1,409384,95888
8166,1,5364614,Pacific Heights,1,409383,95888
8166,1,5364613,Pacific Heights,1,409240,95888
8166,1,5364605,Pacific Heights,1,409383,95888
8166,1,5364604,Pacific Heights,1,409244,95888
8166,2,5364855,Pacific Heights,1,409263,95888
8166,2,5364854,Pacific Heights,1,409390,95888
8166,2,5364853,Pacific Heights,1,409265,95888
8166,2,5364852,Pacific Heights,1,409393,95888
8166,2,5364851,Pacific Heights,1,409264,95888
8166,2,5364850,Pacific Heights,1,409392,95888
8166,2,5364849,Pacific Heights,1,409391,95888
8166,2,5364848,Pacific Heights,1,409259,95888
8166,2,5364847,Pacific Heights,1,409263,95888
8166,2,5364846,Pacific Heights,1,409390,95888
8166,2,5364845,Pacific Heights,1,409265,95888
8166,2,5364844,Pacific Heights,1,409393,95888
8166,2,5364843,Pacific Heights,1,409264,95888
8166,2,5364842,Pacific Heights,1,409392,95888
8166,2,5364841,Pacific Heights,1,409391,95888
8166,2,5364840,Pacific Heights,1,409259,95888
8166,2,5364839,Pacific Heights,1,409263,95888
8166,2,5364838,Pacific Heights,1,409390,95888
8166,2,5364837,Pacific Heights,1,409265,95888
8166,2,5364836,Pacific Heights,1,409393,95888
8166,2,5364835,Pacific Heights,1,409264,95888
