service_id,date,exception_type
"WD_20121001","20121225","2"
"WE_20121001","20121225","1"
"WE_20121001","20130101","1"
"WD_20121001","20130101","2"
"WD_20121001","20130527","2"
"WE_20121001","20130527","1"
"WE_20121001","20130704","1"
"WD_20121001","20130704","2"
"WD_20121001","20130902","2"
"WE_20121001","20130902","1"

